Cmdline: /system/bin/simpleperf record -p 30765 --duration 8 -o /data/local/tmp/perf.data
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 14060
Event count: 5616537326

Children  Self   Shared Object                                                                                                                                   Symbol
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+aea790]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.content.res.Resources.getDisplayMetrics
0.01%     0.01%  /system/lib64/libgui.so                                                                                                                         android::gui::BpDisplayEventConnection::requestNextVsync()
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+afe004]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ThreadedRenderer.updateRootDisplayList
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::RenderNode::setStagingDisplayList(android::uirenderer::SkiaDisplayListWrapper&&)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        GrVkGpu::onGetOpsRenderPass(GrRenderTarget*, bool, GrAttachment*, GrSurfaceOrigin, SkIRect const&, GrOpsRenderPass::LoadAndStoreInfo const&, GrOpsRenderPass::StencilLoadAndStoreInfo const&, skia_private::TArray<GrSurfaceProxy*, true> const&, GrXferBarrierFlags)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.Message.setAsynchronous
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.LocaleList.equals
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.lang.Character.charCount
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.getPaddingLeft
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.ScrollView.measureChildWithMargins
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        GrBitmapTextGeoProc::addToKey(GrShaderCaps const&, skgpu::KeyBuilder*) const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.Paint.getTextBounds
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.Choreographer$CallbackQueue.addCallbackLocked
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.isFrameRatePowerSavingsBalanced
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::FontCollection::getFamilyForChar(unsigned int, unsigned int, unsigned int, minikin::FamilyVariant) const
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkPathWriter::~SkPathWriter()
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d428]
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ae8714]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               __arm64_sys_futex
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::LayoutCacheKey::operator==(minikin::LayoutCacheKey const&) const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.PackedIntVector.adjustValuesBelow
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::Thread_currentThread(_JNIEnv*, _jclass*) (.__uniq.300150332875289415499171563183413458937)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.SpannableStringBuilder.getSpans
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+af0294]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               __traceiter_android_vh_binder_set_priority
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.AutoGrowArray$IntArray.ensureCapacity
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.PackedObjectVector.moveRowGapTo
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               poll_freewait
0.01%     0.01%  /system/lib64/libutils.so                                                                                                                       android::VectorImpl::clear()
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.StaticLayout.out
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::pipeline_barrier_template_internal::build_command_outside_subpass(hal::pipeline_barrier_info const&, hal::halp::gpu_state_internal&, hal::command_memory&, hal::halp::command_list_internal&) const
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c1f4]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkCanvas::MCRec::MCRec(SkCanvas::MCRec const*)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::HInvoke::CanThrow() const
0.01%     0.01%  /apex/com.android.art/lib64/libdexfile.so                                                                                                       art::VarArgsInstructionOperands::GetOperand(unsigned long) const
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c831d8]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.util.LongSparseLongArray.put
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.lang.ThreadLocal$ThreadLocalMap.-$$Nest$mgetEntry
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        skgpu::ganesh::Device::drawRect(SkRect const&, SkPaint const&)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::skiapipeline::SkiaRecordingCanvas::enableZ(bool)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               base_gpu_queue_enqueue_call
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.accessibility.AccessibilityManager.getInstance
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 bool OT::hb_accelerate_subtables_context_t::apply_to<OT::Layout::GPOS_impl::MarkMarkPosFormat1_2<OT::Layout::SmallTypes>>(void const*, OT::hb_ot_apply_context_t*)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.DynamicLayout.reflow
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.Selection.getSelectionEnd
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        GrVkCaps::makeDesc(GrRenderTarget*, GrProgramInfo const&, GrCaps::ProgramDescOverrideFlags) const
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 hb_ot_map_t::substitute(hb_ot_shape_plan_t const*, hb_font_t*, hb_buffer_t*) const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.FocusFinder.getInstance
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.BoringLayout.getHeight
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               cmemp_chain_get_range_info
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c614]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.PackedIntVector.moveRowGapTo
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.Choreographer.doCallbacks
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.setPreferredFrameRate
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.RecordingCanvas.obtain
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.invalidate
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  void scudo::releaseFreeMemoryToOS<scudo::RegionReleaseRecorder<scudo::MemMapLinux>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)::'lambda'(unsigned long)>(scudo::PageReleaseContext&, scudo::RegionReleaseRecorder<scudo::MemMapLinux>&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)::'lambda'(unsigned long))
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c364]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               _raw_write_unlock_irq
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::WordBreaker::followingWithLocale(minikin::Locale const&, minikin::LineBreakStyle, minikin::LineBreakWordStyle, unsigned long)
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     hb_feature_t* std::__1::vector<hb_feature_t, std::__1::allocator<hb_feature_t>>::__push_back_slow_path<hb_feature_t const&>(hb_feature_t const&)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.util.SparseArray.get
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 OT::Layout::GSUB_impl::Ligature<OT::Layout::SmallTypes>::apply(OT::hb_ot_apply_context_t*) const
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::ArtMethod* art::FindMethodToCall<(art::InvokeType)1>(art::Thread*, art::ArtMethod*, art::ObjPtr<art::mirror::Object>*, art::Instruction const&, bool, bool*)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.ColorFilter.getNativeInstance
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               base_kcpu_queue_cqs_wait
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::MinikinFontSkia::GetBounds(minikin::MinikinRect*, unsigned int, minikin::MinikinPaint const&, minikin::FontFakery const&) const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.RenderNode.endRecording
0.01%     0.01%  /system/lib64/libandroid_runtime.so                                                                                                             android::nativeScheduleVsync(_JNIEnv*, _jclass*, long)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        CircularRRectOp::onPrepareDraws(GrMeshDrawTarget*)
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::Font::getExternalRefs() const
0.01%     0.01%  [JIT app cache]                                                                                                                                 androidx.constraintlayout.core.SolverVariable.reset
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::JNI<true>::GetObjectArrayElement(_JNIEnv*, _jobjectArray*, int)
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::breakLineOptimal(minikin::U16StringPiece const&, minikin::MeasuredText const&, minikin::LineWidth const&, minikin::BreakStrategy, minikin::HyphenationFrequency, bool, bool) (.cfi)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        skia_private::TArray<GrBufferAllocPool::BufferBlock, true>::TArray(int)
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  realloc
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.TextView.onPreDraw
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83280]
0.01%     0.01%  [JIT app cache]                                                                                                                                 dalvik.system.VMRuntime.notifyNativeAllocation
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+aec148]
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::renderthread::RenderProxy::notifyFramePending()
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  bool scudo::PageReleaseContext::markFreeBlocksInRegion<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int)>(scudo::IntrusiveList<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>> const&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int), unsigned long, unsigned long, unsigned long, bool)
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d504]
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 OT::Layout::GPOS_impl::ValueFormat::apply_value(OT::hb_ot_apply_context_t*, OT::Layout::GPOS_impl::ValueBase const*, OT::IntType<unsigned short, 2u> const*, hb_glyph_position_t&) const
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::String_getCharsNoCheck(_JNIEnv*, _jobject*, int, int, _jcharArray*, int) (.__uniq.211321754789976184382062795672362477106)
0.01%     0.01%  /apex/com.android.art/lib64/libjavacore.so                                                                                                      Memory_peekIntNative(_JNIEnv*, _jclass*, long)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.invalidate
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewTreeObserver$CopyOnWriteArray.start
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.layout
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewGroup.getChildMeasureSpec
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::LayoutCacheKey::computeHash() const
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 OT::Layout::GSUB_impl::LigatureSet<OT::Layout::SmallTypes>::apply(OT::hb_ot_apply_context_t*) const
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 OT::hb_ot_apply_context_t::replace_glyph_with_ligature(unsigned int, unsigned int)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               mutex_unlock
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.Arrays.binarySearch0
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::RecordingCanvas::reset(android::uirenderer::DisplayListData*, SkIRect const&)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.Paint.setColorFilter
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c3d8]
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               shmem_get_folio_gfp
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::(anonymous namespace)::ScopedCheck::CheckFieldID(_jfieldID*) (.__uniq.99033978352804627313491551960229047428)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               base_gpu_queue_enqueue_inline_call
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 hb_shape
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::subpass_context_builder_base::build_dcd(hal::halp::subpass_context&, hal::command_memory&) const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.getDrawingTime
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.PackedIntVector.setValueInternal
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.Paint.getFontMetricsInt
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     minikin::CharProcessor::feedChar(unsigned int, unsigned short, float, bool)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.Choreographer.obtainCallbackLocked
0.01%     0.01%  /vendor/lib/modules/vh_sched.ko                                                                                                                 rvh_cpu_overutilized_pixel_mod
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::PaintGlue::setFlags(long, int) (.__uniq.295321301672566532533700490907482056561)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.notifyRendererOfFramePending
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.HashMap$HashIterator.nextNode
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c380]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           nterp_op_if_le
0.01%     0.01%  [JIT app cache]                                                                                                                                 androidx.constraintlayout.widget.ConstraintLayout.applyConstraintsFromLayoutParams
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkRuntimeShader::~SkRuntimeShader()
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.Arrays.binarySearch
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.content.UndoOperation.allowMerge
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.Paint.isFilterBitmap
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::RenderProperties::hasTransformMatrix() const
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl.getRunQueue
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::arm64::InstructionCodeGeneratorARM64::HandleGoto(art::HInstruction*, art::HBasicBlock*)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetLengthToUsableSizeVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetLengthToUsableSizeVisitor const&)
0.01%     0.01%  [JIT app cache]                                                                                                                                 androidx.constraintlayout.core.LinearSystem.addEquality
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.Layout.getSpacingAdd
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.TextView.notifyContentCaptureTextChanged
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.StaticLayout$Builder.-$$Nest$fgetmFontMetricsInt
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.MessageQueue.next
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+ed6ec0]
0.01%     0.01%  /apex/com.android.i18n/lib64/libicuuc.so                                                                                                        ubrk_setUText_76
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c1cc]
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 OT::Layout::GPOS_impl::PairSet<OT::Layout::SmallTypes>::apply(OT::hb_ot_apply_context_t*, OT::Layout::GPOS_impl::ValueFormat const*, unsigned int) const
0.01%     0.01%  /system/lib64/libharfbuzz_ng.so                                                                                                                 OT::ClassDef::get_class(unsigned int) const
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               fpsimd_load_state
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8339c]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.votePreferredFrameRate
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::command_list_internal::insert_event_cross_stream_sync(hal::halp::command_stream_mask, hal::halp::command_stream_mask, unsigned int)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::ClassLinker::FindClass(art::Thread*, char const*, unsigned long, art::Handle<art::mirror::ClassLoader>)
0.01%     0.01%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  NonPI::MutexLockWithTimeout(pthread_mutex_internal_t*, bool, timespec const*)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.ViewTreeObserver$CopyOnWriteArray.end
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.Editor$SpanController.isNonIntermediateSelectionSpan
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::skiapipeline::SkiaRecordingCanvas::resetRecording(int, int, android::uirenderer::RenderNode*)
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        SkCanvas::restore()
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.os.MessageQueue.enqueueMessageLegacy
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.widget.FrameLayout.getPaddingTopWithForeground
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        skgpu::ganesh::AsFragmentProcessor(GrRecordingContext*, SkImage const*, SkSamplingOptions, SkTileMode const*, SkMatrix const&, SkRect const*, SkRect const*)
0.01%     0.01%  /vendor/lib64/egl/libGLES_mali.so                                                                                                               hal::halp::vertex_pilot_scheduler::start_new_batch(hal::halp::command_list_internal&, hal::command_memory&, hal::halp::scoreboard_allocator_static::mask&, hal::halp::gpu_state_internal&)
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.animation.ValueAnimator.getScaledDuration
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.requestLayout
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.content.UndoManager.getLastOperation
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::(anonymous namespace)::CheckJNI::ReleasePrimitiveArrayElements(char const*, art::Primitive::Type, _JNIEnv*, _jarray*, void*, int) (.__uniq.99033978352804627313491551960229047428)
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art_quick_unlock_object_no_inline
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               unix_seqpacket_recvmsg
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.view.View.getHasOverlappingRendering
0.01%     0.01%  /system/lib64/libminikin.so                                                                                                                     @plt
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+f237b0]
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.text.MeasuredText$Builder.appendStyleRun
0.01%     0.01%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::skiapipeline::SkiaVulkanPipeline::swapBuffers(android::uirenderer::renderthread::Frame const&, android::uirenderer::renderthread::IRenderPipeline::DrawResult&, SkRect const&, android::uirenderer::FrameInfo*, bool*)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               rebalance_domains
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.graphics.drawable.Drawable.invalidateSelf
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b17650]
0.01%     0.01%  /apex/com.android.i18n/lib64/libicuuc.so                                                                                                        u_charDirection_76
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::ObjPtr<art::mirror::Class> art::ClassLinker::DoResolveType<art::ArtMethod*>(art::dex::TypeIndex, art::ArtMethod*)
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.util.Collections$SynchronizedCollection.contains
0.01%     0.01%  [JIT app cache]                                                                                                                                 com.android.internal.util.ArrayUtils.newUnpaddedIntArray
0.01%     0.01%  [JIT app cache]                                                                                                                                 android.text.TextPaint.set
0.01%     0.01%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c360]
0.01%     0.01%  /apex/com.android.art/lib64/libart.so                                                                                                           art::interpreter::ArtInterpreterToCompiledCodeBridge(art::Thread*, art::ArtMethod*, art::ShadowFrame*, unsigned short, art::JValue*)
0.01%     0.01%  [kernel.kallsyms]                                                                                                                               set_user_sigmask
0.01%     0.01%  [JIT app cache]                                                                                                                                 java.lang.Class.isAssignableFrom
0.00%     0.00%  /system/lib64/libharfbuzz_ng.so                                                                                                                 hb_font_t::get_glyph_h_origin_with_fallback(unsigned int, int*, int*)
0.00%     0.00%  [JIT app cache]                                                                                                                                 java.lang.Math.max
0.00%     0.00%  [JIT app cache]                                                                                                                                 android.os.Message.isInUse
0.00%     0.00%  [JIT app cache]                                                                                                                                 android.os.Handler.sendMessageAtTime
0.00%     0.00%  [JIT app cache]                                                                                                                                 android.view.ViewOutlineProvider$1.getOutline
0.00%     0.00%  /apex/com.android.art/lib64/libart.so                                                                                                           art::VectorOutputStream::Seek(long, art::Whence)
0.00%     0.00%  /system/lib64/libui.so                                                                                                                          android::FenceTime::getSignalTime()
0.00%     0.00%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c39c]
0.00%     0.00%  [JIT app cache]                                                                                                                                 android.view.ViewRootImpl$ViewRootHandler.sendMessageAtTime
0.00%     0.00%  /apex/com.android.art/lib64/libart.so                                                                                                           art::gc::collector::MarkCompact::IsNullOrMarkedHeapReference(art::mirror::HeapReference<art::mirror::Object>*)
0.00%     0.00%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+481724]
0.00%     0.00%  /system/lib64/libhwui.so                                                                                                                        (anonymous namespace)::FillRectOpImpl::visitProxies(std::__1::function<void (GrSurfaceProxy*, skgpu::Mipmapped)> const&) const (.__uniq.296536696735338101786510625415314891244)
0.00%     0.00%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c1fc]
